"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Cwc22",3.8572365879903e-61,-1.35177819289488,0.439,0.89,9.66122048193931e-57,"Cwc22","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Down","Sig"
"mt-Co3",7.93862852924443e-27,1.48597476884806,0.718,0.505,1.98838828771985e-22,"mt-Co3","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up","Sig"
"mt-Co2",1.17542459794719e-21,1.41544601435029,0.648,0.446,2.94408599047833e-17,"mt-Co2","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up","Sig"
"Gm47283",3.20816574917199e-20,1.15250826017465,0.505,0.426,8.03549275195109e-16,"Gm47283","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up","Sig"
"mt-Nd1",2.46851409170627e-17,1.42072449867774,0.555,0.364,6.1828872454967e-13,"mt-Nd1","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up","Sig"
"mt-Co1",1.14911076462291e-16,1.28048697899475,0.553,0.37,2.878177732151e-12,"mt-Co1","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up","Sig"
"Gm42418",7.74254170853578e-16,-0.312303111636875,0.972,0.997,1.93927442173696e-11,"Gm42418","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Down","Sig"
"mt-Atp6",5.72607301078097e-15,1.30450993280126,0.601,0.464,1.43420950701031e-10,"mt-Atp6","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up","Sig"
"Malat1",9.09479207092165e-13,0.354683653022967,1,1,2.27797257000375e-08,"Malat1","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up","Sig"
"Tubb2a",1.52825723377592e-11,1.07283111595451,0.46,0.403,3.82782589343854e-07,"Tubb2a","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up","Sig"
"mt-Cytb",1.23163667042459e-10,1.25173753833648,0.408,0.279,3.08488036841248e-06,"mt-Cytb","ExcitatoryNeuronsMatureDG","PTZvsSAL_24hr","Up","Sig"
